,scenario_id,roaduser_id,startx_axis,starty_axis,endx_axis,endy_axis,speed,max_speed,numberofcycle,start_cycle,user_type,cluster
90,38,p325,64.9798,47.5904,72.5117,40.0435,0.5356182409141794,0.8763045889316972,838.0,797.0,1,2
91,39,p197,49.7677,40.8681,55.313,29.1564,1.059816531292091,1.734220827886193,827.0,805.0,1,2
92,40,p199,49.354,40.809,55.2795,29.6112,0.5334155040866361,1.3126645017466647,861.0,832.0,1,1
93,40,p233,55.8044,35.6578,52.0898,40.9266,0.7196347128925897,1.7311908350798235,847.0,836.0,1,0
94,41,p200,48.5306,40.7833,55.2421,29.0133,0.8873460711582599,1.4328955450718022,880.0,856.0,1,2
95,41,p201,43.0505,37.8556,56.3083,34.1141,1.0447107255120909,1.7063719765961822,880.0,859.0,1,4
96,41,p202,48.7782,40.1929,55.274,29.8948,1.157193177477296,1.4086288416840098,894.0,867.0,1,2
97,42,p329,56.7425,40.3827,65.10300000000001,35.9537,1.1035641168504893,1.0951503675441083,925.0,902.0,1,1
98,42,p330,56.7281,39.5448,64.749,36.2619,0.7420330181332903,0.9342047008800952,929.0,906.0,1,0
99,43,p205,47.1471,38.9338,49.637,25.0748,0.7397172703134625,1.6016283465857777,933.0,904.0,1,1
100,43,p206,45.2708,39.0135,49.1984,25.4609,1.1044201419749642,1.5710424815204649,934.0,908.0,1,2
101,44,p209,43.078,34.2278,38.5949,19.0552,0.5797047869390074,1.3885218513084776,953.0,896.0,1,3
102,44,p210,41.1108,33.9436,38.2183,19.2608,0.26026803491785155,1.3689347086959938,958.0,910.0,1,1
103,45,p301,72.8619,40.7949,65.7836,49.1628,0.4441335047032592,1.0560184465832143,979.0,945.0,1,2
104,46,p301,72.8619,40.7949,65.7836,49.1628,0.4441335047032592,1.0560184465832143,979.0,945.0,1,1
105,47,p239,54.8056,28.6649,41.9885,37.0529,1.600048711758489,1.4873418880656997,1005.0,972.0,1,4
106,47,p240,54.6402,29.3018,41.3887,36.2172,1.3382498907154825,1.4522286355300855,1006.0,975.0,1,2
107,48,p215,49.7589,40.7404,55.448,30.024,1.2865708297641447,1.528607966264595,1016.0,997.0,1,4
108,48,p216,48.5165,40.8072,55.2115,28.2439,1.2432985562607242,1.5830550528035892,1020.0,997.0,1,2
109,49,p247,49.1138,27.607,43.6153,37.0566,0.9473751157804391,1.6494067509758747,1058.0,1034.0,1,1
110,49,p248,49.1312,28.3101,44.1351,37.7965,0.8207751092717177,1.9207608727212533,1058.0,1037.0,1,1
111,49,p251,42.2895,21.3998,44.7689,39.7443,2.1786972185230327,2.1321079539943217,1060.0,1037.0,1,2
112,49,p252,42.4151,22.4572,49.0519,40.1198,1.6450358202786952,2.043527025177462,1064.0,1041.0,1,0
113,50,p339,75.4792,54.7293,81.4389,47.1666,1.2220473026851293,1.4292732614885857,1063.0,1046.0,1,2
114,51,p314,62.2947,36.9405,57.6467,44.4732,1.5772000760841984,1.7058514403155125,1087.0,1074.0,1,4
115,51,p343,59.4955,44.8041,64.3742,36.6217,0.63967174394372,1.0583952801554048,1103.0,1075.0,1,0
116,52,p261,55.775,35.8488,50.423,41.9162,1.5685574583036483,1.6968129939736878,1132.0,1120.0,1,1
117,52,p262,56.0682,36.6817,54.282,39.4064,1.639525766799656,1.7214456033744643,1125.0,1121.0,1,2
118,53,p221,38.7394,34.6058,44.2609,19.2042,1.2341461542297167,2.0144871774466315,1155.0,1130.0,1,4
119,54,p317,66.2186,36.4838,65.4346,49.8859,0.7923043417778297,1.5250489639580491,1186.0,1161.0,1,1
120,55,p344,57.4153,42.7911,59.7701,35.59,0.8291097936944178,1.0347693002624263,1128.0,1106.0,1,2
121,56,p340,57.6628,43.6104,63.6345,34.722,0.9874926835171997,1.2032309230452252,1094.0,1071.0,1,0
122,56,p343,59.4955,44.8041,64.3742,36.6217,0.63967174394372,1.0583952801554048,1103.0,1075.0,1,2
123,57,p260,56.1623,35.5627,54.2893,39.3006,1.092949221144331,1.739006442553641,1119.0,1113.0,1,4
124,57,p344,57.4153,42.7911,59.7701,35.59,0.8291097936944178,1.0347693002624263,1128.0,1106.0,1,0
125,58,p294,64.516,36.0992,58.612,45.2242,0.6811496531600086,1.09095837383573,864.0,822.0,1,2
126,58,p326,58.9668,44.8667,64.4873,34.844,0.7627347900810608,1.332046200864766,873.0,847.0,1,0
127,58,p328,57.7143,44.2127,63.5712,34.0413,0.7979026319044198,1.2447238402658798,874.0,846.0,1,2
128,59,p217,45.1574,38.4151,42.5652,21.7867,1.2138868645800565,1.4865026435778126,1059.0,1003.0,1,1
129,59,p218,44.7376,38.0247,42.6552,22.4923,1.2865719295865272,1.3481022377997498,1059.0,1005.0,1,0
130,60,p304,68.60600000000001,39.2625,57.7545,44.8925,1.7821700480032765,1.8854440114583624,1002.0,983.0,1,2
131,60,p305,63.4838,35.0243,57.4123,43.7081,0.9440102382919372,1.13129678285013,1007.0,982.0,1,2
132,61,p343,59.4955,44.8041,64.3742,36.6217,0.63967174394372,1.0583952801554048,1103.0,1075.0,1,2
133,62,p217,45.1574,38.4151,42.5652,21.7867,1.2138868645800565,1.4865026435778126,1059.0,1003.0,1,4
134,62,p218,44.7376,38.0247,42.6552,22.4923,1.2865719295865272,1.3481022377997498,1059.0,1005.0,1,1
